wo,ata,ac,pos,pn_off,sn_off,pn_on,sn_on,label,cert
55431184,72-00,M73-82,#2,2085M31G03,PAT5G834,2085M31G03,PAT0C751,3824599,RF52810-1
55431184,72-00,M73-82,#2,2085M31G03,PAT5G833,2085M31G03,PAT7C459,3824602,RF42292-1
55431184,72-00,M73-82,#2,2085M31G03,PAT4G669,2085M31G03,PAT7C744,3824624,RF47602-1
55431184,72-00,M73-82,#2,2085M31G03,PAT5G836,2085M31G03,PAT7C837,3824596,RF47604-1
55431184,72-00,M73-82,#2,2085M31G03,PAT5G840,2085M31G03,PAT7C460,3824610,RF42290-1
190444017,33-00,M73-82,CABIN,9651-35-0003,5445,9651-35-0003,10537,4067812,ARC166247
190028989,34-11,B737-8,RH,0851HT1,303699,0851HT2,461869,3689232,407085585
190638005,25-00,B737-8,LAV D,SC4L500301-5,173651760-001,SC4L500301-5,173662855-004,3932560,E-5886426
190620748,38-32,B737-8,LAV A,14330-230,36549,14330-230,16583,3889981,1128094
41917539,26-00,B737-8,AFT,473597-5,SJA5511,473597-5,SJA4598,3902012,R550833-63235
41513128,33-00,B737-8,RH,45-0351-4,6212,45-0351-4,7185,3925369,1389879
191061630,23-40,B737-8,CABIN,285W0024-1B,F62158,285W0024-1M,F44269,4160253,ARC173531
55420269,33-21,M73-82,CABIN,9651-35-0002,65777,9651-35-0002,17057,3911123,ARC150799
42106549,23-42,M73-82,AFT,285W0024-1B,D21870,285W0024-1B,F33320,4221369,178653
55357089,33-42,M73-82,RH,72605363-1,1210,72605363-1,6952,3820650,352551262
190460669,25-00,M73-82,GALLEY G4,8201-11-0000-01,16-01-37105,8201-11-0000-01,15-10-36713,4031279,PAV12504
190112664,33-00,B737-8,OBS,5145-1-82,13724,5145-1-82,15811,4053663,PAV12889
55378087,33-00,M73-82,RH,72605363-1,6317,72605363-1,6225,3783636,352057208
190566527,33-21,B737-8,28ABC,9651-35-0005,16149,9651-35-0005,36982,3930945,152875
190573989,23-42,B737-8,FWD CAB,285W0024-1B,D19289,285W0024-23M,F58568,4160161,ARC173503
55539364,33-00,B737-8,24 LH,9651-35-0003,9503,9651-35-0003,5274,4001723,160111
190395265,38-11,M73-82,FWD,SC4L500301-5,170883772-004,SC4L500301-5,173662864-003,3939931,E-5900491
41759188,26-16,B737-8,AFT,473597-5,SJA6140,473597-5,SJA4493,3903506,R550842
55672005,25-37,B737-8,FWDGALLY,8201-11-0000,07-09-24227,8201-11-0000,05-11-21454,4064577,KAV0126032
190620804,33-21,B737-8,11 DEF,9651-35-0004,13130,9651-35-0004,12441,3799479,ARC139318
55441086,33-21,M73-82,33 R/H,9651-35-0005,47781,9651-35-0005,31973,3806478,ARC141078
55287710,25-00,M73-82,GALLEY G4,62197-301-001,16-10-0272,62197-301-001,17-07-0381,3946668,WAV745
190579929,33-00,B737-8,RH,72605363-1,0010,72605363-1,1210,4090306,18346180Y15
191389904,33-00,B737-8,18 DEF,9651-35-0002,52101,9651-35-0002,71161,4110007,20186952
190728705,38-00,B737-8,LAV E,14330-230,21274,14330-230,ZSK176,3906530,1137806
55334588,33-00,M73-82,31DEF,9651-35-0005,45124,9651-35-0005,32328,4197356,ARC176247
191374980,33-21,B737-8,CABIN,9651-35-0005,31090,9651-35-0005,60140,4166981,ARC173377
190536058,33-00,B737-8,RH,72605363-1,2722,72605363-1,1775,3932727,353974343
55527687,33-20,B737-8,CABIN,9651-35-0005,23614,9651-35-0005,17473,3826341,ARC142754
55527687,33-20,B737-8,CABIN,9651-35-0002,18303,9651-35-0002,55436,3830050,ARC142836
190067671,23-00,B737-8,CABIN,285W0024-1B,D11413,285W0024-1B,F26884,3897325,149350
191530602,33-00,B737-8,LH,72605363-1,2387,72605363-1,2899,4204632,356717069
104412755,36-00,B737-8,#1,107484-7,11437,107484-7,7799,3917372,3795722
55311581,33-00,M73-82,33 ABC,9651-35-0005,50521,9651-35-0005,58396,4197126,20253578
55694127,38-00,B737-8,FWD,SC4L500301-5,839251,SC4L500301-4,1603533,4056078,E-6074532
55056685,33-00,B737-8,CABIN,9651-35-0002,38793,9651-35-0002,54990,3816542,141674
190099108,25-00,B737-8,AFT,72184025,N10020048044634,72184025,N09120052044575,3783956,1263346
55567607,25-00,B737-8,AFTGALLY,8201-11-0000-01,09-02-26575,8201-11-0000-01,15-12-37014,3780367,1259630
55683123,33-21,B737-8,28ABC,9651-35-0005,18104,9651-35-0005,16970,4091586,ARC168237
191413968,23-00,B737-8,FWD CAB,285W0024-1B,F47946,285W0024-1B,D23775,4043084,164031
190235676,25-31,B737-8,FWDGALLY,62197-301-001,16-12-0312,72184025,N10090455044709,3858865,PAV10436
190317497,25-00,M73-82,LAV U,SC4L500301-5,171187515-006,SC4L500301-5,173192702-004,3869572,5790083
190584546,72-20,B737-8,#2,340-001-036-0,DM147448,340-001-038-0,DM154095,3836174,6001
190584546,72-20,B737-8,#2,340-001-036-0,DM147880,340-001-038-0,DE805246,3860302,8001
190584546,72-20,B737-8,#2,340-001-036-0,DM147443,340-001-038-0,DC978784,3860271,42218001
190584546,72-20,B737-8,#2,340-001-036-0,DM147784,340-001-038-0,DM101225,3834236,8001
190388329,33-21,M73-82,27DEF,9651-35-0004,19409,9651-35-0004,18724,3964337,ARC156499
55606606,33-00,B737-8,30ABC,9651-35-0005,53799,9651-35-0005,31593,3792420,39747
190135802,25-00,B737-8,FWDGALLY,8201-11-0000,04-08-20259,8201-11-0000,04-11-20592,3980365,KAV0925034
55573419,33-00,B737-8,LH,72605363-1,0736,72605363-1,5133,3767220,351862434
55703062,33-00,B737-8,RH,72605363-1,3381,72605363-1,1200,3760577,351767634
190077456,25-00,B737-8,FWDGALLY,72184025,4083,72184025,2002,3991565,AV1756
55440884,33-00,M73-82,CAB,9651-35-0005,48929,9651-35-0005,23401,3841941,R134236825
190420355,33-21,M73-82,3DEF,9651-35-0005,71758,9651-35-0005,33769,4116715,ARC169943
55613116,33-00,B737-8,4DEF,9651-35-0002,69609,9651-35-0002,51236,4197487,20255227
41927194,25-00,B737-8,FWDGALLY,62197-301-001,16-12-0319,62197-301-001,17-08-0408,3770874,KAV1224037
190100731,25-00,B737-8,CABIN,8201-11-0000-01,09-05-26943,8201-11-0000,04-10-20488,3985685,KAV1025003
14085947,25-33,B737-8,AFT RH,8201-11-0000-01,09-10-27616,8201-11-0000-01,17-11-39502,3990356,PAV11929
190544562,33-21,B737-8,31ABC,9651-35-0005,51961,9651-35-0005,23961,4116621,ARC169860
55249665,25-31,B737-8,RH,72184025,N10020390044640,72184025,N10100887044729,3949566,WAV770
190669687,23-51,B737-8,FL DK,5145-1-82,20529,5145-1-82,9596,4005035,PAV12195
190625482,72-00,B737-8,#1,340-001-036-0,DM143006,340-001-038-0,DM169761,3944822,25001
55463671,38-11,M73-82,FWD,SC4L500301-5,171260753-007,SC4L500301-5,172972826-003,3839296,E-5745465
35050304,23-42,B737-8,CABIN,285W0024-1B,F46943,285W0024-1M,F48304,4005600,160590
55673378,33-21,B737-8,19DEF,9651-35-0002,42623,9651-35-0002,55044,3816536,141791
190733600,33-00,B737-8,31DEF,9651-35-0005,46376,9651-35-0005,71959,3905935,20103684
55704306,33-00,B737-8,31DEF,9651-35-0005,33509,9651-35-0005,21956,4067897,ARC166475
190635467,26-16,B737-8,AFT,473597-5,SJA4315,473597-5,33831,4181553,13827381
55552170,26-00,B737-8,AFT,473597-5,SJA8551,473597-5,SJB1097,3791540,61494
190636165,26-00,B737-8,AFT,473597-5,SJA7110,473597-5,45614,3916514,63427
55461823,25-00,M73-82,AFT,62197-301-001,16-08-0246,62197-301-001,21-02-0174,3820659,WAV324
191119872,33-00,M73-82,5ABC,,,9651-35-0002,30442,4194399,20241734-01
191119872,33-00,M73-82,5ABC,9651-35-0002,70864,,,9717438,
190979078,25-00,B737-8,AFTGALLY,8201-11-0000-01,14-07-35008,8201-11-0000,07-10-24296,4050786,KAV0126004
55475931,38-00,M73-82,LAV A,SC4L500301-5,170858887-008,SC4L500301-5,171720973-008,3853208,6012
190960584,25-30,B737-8,#3,8201-11-0000,05-01-20772,8201-11-0000-01,22-02-0640,4179894,KAV0626005
42091486,33-00,M73-82,6DEF,9651-35-0002,69761,9651-35-0002,39674,3763462,137150
42108845,72-00,M73-82,#1,2085M31G03,PAT9G307,2085M31G03,PAT2E016,3959302,RG54267-1
190106580,33-00,B737-8,RH,45-0351-4,4933,45-0351-6,8126,3996725,PAV12038
190484018,25-32,M73-82,GALLEY 1,62197-301-001,14-12-7214,62197-301-001,15-08-7814,4018043,WAV1017-UKCAA
191337784,25-00,B737-8,AFTGALLY,72184025,N12061894044872,72184025,N09030227044454,4110402,WAV1339
190066437,36-00,B737-8,#1,107484-7,12824,107484-7,13703,3800744,352168709
190575029,34-00,B737-8,ALT,0851HT1,355422,0851HT2,469686,3865362,12383110407894357
190479390,73-11,M73-82,#2,2085M31G03,PSDMF250,2085M31G03,PSDMF304,3851822,RF03389-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMJ719,2085M31G03,PAT8C427,3851864,RF75826-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF268,2085M31G03,PAT8C420,3851882,RF75824-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF272,2085M31G03,PAT3A139,3851856,RF09993-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF273,2085M31G03,PAT8C418,3851838,RF75825-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF267,2085M31G03,PSDME925,3851871,RF70802-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF253,2085M31G03,PAT4C067,3851498,RE99256-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF257,2085M31G03,PAT61J04,3851509,RF70933-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF249,2085M31G03,PAT0B430,3851578,RE87828-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF254,2085M31G03,PAT2A268,3851517,RE97004-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF251,2085M31G03,PAT1C446,3851537,RE98495-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF275,2085M31G03,PAT03E61,3851801,RE10604-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF276,2085M31G03,PAT03F46,3851829,RF03607-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF274,2085M31G03,PAT03F42,3851845,RF3602-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF269,2085M31G03,PAT1C793,3851565,RF54123-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF271,2085M31G03,PAT79F62,3851548,RF76057-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF255,2085M31G03,PAT8C913,3851558,RE94585-1
190479390,73-11,M73-82,#2,2085M31G03,PSDMF270,2085M31G03,PAT5A405,3851524,RE71549-1
190329903,25-00,M73-82,FWD,8201-11-0000-01,17-12-40031,8201-11-0000,07-10-24285,3899133,PAV10824
190511465,25-00,B737-8,AFTGALLY,62197-301-001,17-12-0453,62197-301-001,15-10-8022,3851399,KAV0225054
190081475,25-00,B737-8,GALLEY 4,72184025,N10120145044744,72184025,N11070878044820,3884756,1354064
190667264,26-16,B737-8,AFT,473597-5,49316,473597-5,38039,3866496,R550317
190327526,25-00,M73-82,AFTGALLY,62197-301-001,15-12-0159,62197-301-001,21-11-0713,3976452,PAV11751
191427295,33-21,B737-8,11 DEF,,,9651-35-0005,21210,4157023,ARC172759
191427295,33-21,B737-8,11 DEF,9651-35-0005,31971,,,9715802,
55354975,25-00,M73-82,G1,62197-301-001,17-01-0360,62197-301-001,21-11-0719,3920665,WAV628
190364488,34-00,M73-82,F/O,0851HT1,435526,0851HT2,485039,4179814,409263641
55376522,33-21,M73-82,CABIN,9651-35-0002,72792,9651-35-0002,50767,3872605,147388
55709987,23-42,B737-8,CABIN,285W0024-1B,F53022,285W0024-1B,F36260,3844955,4494
102748600,38-32,B737-8,LAV E,14330-230,37674,14330-230,37159,3710343,1070077
42028240,36-11,B737-8,#2,107484-7,17272,107484-7,19610,3764747,351738554
55431582,33-21,M73-82,5ABC,9651-35-0002,35738,9651-35-0002,62983,3780097,20084155
55356285,25-00,M73-82,FWD GALLEY,8201-11-0000,04-07-20162,8201-11-0000-01,17-12-39605,3835663,PAV10180
190506270,25-00,B737-8,AFTGALLY,8201-11-0000-01,10-07-29029,8201-11-0000-01,21-04-0060,3830731,KAV0325030
55660558,25-31,B737-8,AFTGALLY,62197-301-001,22-01-0402,72184025,N11060381044785,3947842,WAV755
980003943,38-00,B737-8,AFT LH,14330-230,ZSK452,14330-230,37443,3836212,10309
190729763,23-00,B737-8,F/O,5145-1-82,18619,5145-1-88,130559,4016141,PAV12364
55607387,25-00,B737-8,FWD,62197-301-001,21-03-0011,62197-301-001,23-07-0183,3775081,1256540
190457796,33-21,M73-82,11ABC,9651-35-0004,15350,9651-35-0004,19210,3873889,20098773
25790870,34-00,B737-8,CAPT,0851HT1,453739,0851HT2,443814,3712092,407199028
190689335,33-21,B737-8,15 DEF,9651-35-0005,32750,9651-35-0005,60703,4007812,3360-1.000
190482100,33-21,M73-82,16 DEF,,,9651-35-0005,49240,3768024,20082281-1.000
190482100,33-21,M73-82,16DEF,9651-35-0005,69574,,,9701126,
190114494,33-40,B737-8,RH,45-0351-4,3565,45-0351-4,5193,4035173,PAV12598
55511870,33-42,B737-8,RH,72605363-1,1515,72605363-1,3013,4035448,355195082
190565990,33-21,B737-8,31ABC,9651-35-0005,31780,9651-35-0005,58466,4016055,20127196
190514186,36-00,B737-8,#2,107484-7,9323,107484-7,8134,3914202,353692519
42143392,33-00,M73-82,LH,72605363-1,4743,72605363-1,3792,4022063,354966940
55276574,23-31,B737-8,CABIN,285W0024-1B,F58756,285W0024-1M,F52951,3920290,151969
190514637,26-00,B737-8,AFT,473597-5,SJA4177,473597-5,SJA5672,3929418,12706249
190262777,26-16,B737-8,FWD,473597-5,36795,473597-5,SJE0904,3902383,407337662
190520062,33-21,B737-8,CABIN,9651-35-0002,17637,9651-35-0002,62985,3958781,56000
55462007,33-00,M73-82,CABIN,9651-35-0005,66300,9651-35-0005,62748,3768167,20082074-1.000CAA
191422560,33-21,B737-8,CAB,9651-35-0002,25186,9651-35-0002,46649,4128824,171028
104892239,36-00,B737-8,#1,107484-7,19867,107484-7,10818,3954304,354204687
190640709,33-00,B737-8,RH,72605363-1,0632,72605363-1,0410,3915722,0580
26233773,30-00,B737-8,LH,0851HT1,419135,0851HT2,468173,3909118,12598813
191356762,33-00,B737-8,CABIN,9651-35-0005,17918,9651-35-0005,20849,4173839,ARC173706
191525948,25-00,B737-8,AFTGALLY,8201-11-0000,06-11-22825,8201-11-0000-01,09-05-26931,4121156,KAV0426043
190171375,34-00,B737-8,RH,0851HT1,371731,0851HT2,474637,3972786,3160
55515630,25-00,B737-8,AFTGALLY,62197-301-001,16-02-0197,62197-301-001,23-05-0002,3921358,1387780
190301163,38-11,M73-82,FWD,SC4L500301-5,173389305-003,SC4L500301-4,1600145,4051915,E-6071608
191187913,33-00,M73-82,RH32,9651-35-0005,64041,9651-35-0005,51970,4217209,ARC178238
42188494,33-00,M73-82,#16 LH,9651-35-0005,47207,9651-35-0005,64650,4042386,201540
190404418,33-20,M73-82,25DEF,,,9651-35-0003,20183,4069061,20161431
190594336,25-00,B737-8,FWD,72184025,4049,72184025,4249,4110330,KAV0426028
190330222,33-21,M73-82,28DEF,9651-35-0005,50354,9651-35-0005,37187,4053585,ARC165200
190214385,36-11,B737-8,#2,107484-7,12214,107484-7,7304,3857859,9465
55359460,33-42,M73-82,RH OUTB,72500410-3,11829,72500410-3,10042,3801385,T11739
55359460,33-42,M73-82,RH,72605363-1,5529,72605363-1,2637,3801469,352319663
55359460,33-42,M73-82,RH INBD,72500410-4,10619,72500410-4,12060,3795672,35222
190074515,33-00,B737-8,RH,72605363-1,5717,72605363-1,6196,4126683,356036327
190023717,26-16,B737-8,AFT,473597-5,53348,473597-5,17139A,4202590,000013918766
55373560,25-00,M73-82,G1,8201-11-0000,08-02-24825,8201-11-0000-01,10-07-29030,4121249,KAV0426035
55586574,33-00,B737-8,2ABC,9651-35-0005,31304,9651-35-0005,32098,3841982,ARC143966
42034340,25-00,B737-8,FWD,8201-11-0000,03-09-19332,8201-11-0000-01,10-02-28218,3830716,KAV0225069
35046538,25-00,B737-8,AFT,62197-301-001,16-11-0302,62197-301-001,22-11-0534,4147784,KAV0526116
40255741,25-00,B737-8,AFTGALLY,72184025,4348,72184025,N09050478044530,4053118,WAV1111
55168700,25-00,B737-8,AFTGALLY,8201-11-0000,06-01-21698,8201-11-0000,04-08-20256,3818921,KAV0225074
190099938,34-00,B737-8,RH,0851HT1,351541,0851HT2,474891,3971081,408393170
190781867,25-00,B737-8,AFTGALLY,72184025,N12061888044866,72184025,4041,3851061,1323957
190149840,23-42,B737-8,CABIN,285W0024-1B,D09298,285W0024-1B,F35833,3877679,ARC147295
190268451,33-42,B737-8,RH,45-0351-4,4434,45-0351-4,5790,3911427,PAV10924
55501601,33-00,M73-82,20ABC,9651-35-0002,56615,9651-35-0002,17129,3830045,ARC143220
41616092,25-00,B737-8,GALLEY 1,72184025,4145,72184025,N09060310044534,3720163,SAV366
190637703,33-21,B737-8,CABIN,9651-35-0002,54164,9651-35-0002,75094,4037322,67036
190514181,33-21,B737-8,5ABC,9651-35-0002,19274,9651-35-0002,23636,3916464,151476
55615664,25-31,B737-8,AFTGALLY,62197-301-001,23-05-0002,62197-301-001,15-11-0130,3995641,PAV12008
55736367,26-16,B737-8,AFT,473597-5,SJA7048,473597-5,24922A,3749182,R548050
190567055,23-00,B737-8,F/O,5145-1-82,13926,5145-1-88,26597,4013387,PAV12336
55684793,23-51,B737-8,OBS,5145-1-82,17076,5145-1-82,17183,3798713,PAV9594
190517912,33-20,B737-8,6 DEF,9651-35-0002,21932,9651-35-0002,74430,3897738,04640200
190051058,25-31,B737-8,FWD,8201-11-0000,03-09-19333,8201-11-0000,06-12-22987,3818918,KAV0225065
55376793,34-11,M73-82,F/O,0851HT1,397007,0851HT2,466678,3820565,407690323
102636954,36-00,B737-8,#2,107484-7,13605,107484-7,12414,3815056,352133103
35086394,26-16,B737-8,AFT,473597-5,SJB0816,473597-5,53074,3966122,12875663
41986904,34-11,B737-8,AUX,0851HT1,351552,0851HT2,458859,3645601,93758
55248911,25-00,B737-8,FWD,62197-301-001,17-12-0461,62197-301-001,18-07-0589,4146484,PAV14083
41435227,23-42,B737-8,FWD,285W0024-1B,D14806,285W0024-1B,F29114,3930790,ARC153009
190637962,25-30,B737-8,AFTGALLY,8201-11-0000,04-12-20642,8201-11-0000-01,10-07-29007,3870240,PAV10560
190620492,33-00,B737-8,21DEF,9651-35-0002,35286,9651-35-0002,18768,4110300,ARC169628
191123471,25-00,M73-82,7050MM3,8201-11-0000-01,21-11-0981,8201-11-0000-01,23-04-0013,3429347,S23/2383H-1
190581110,33-00,B737-8,15DEF,9651-35-0005,31215,9651-35-0005,57360,3842273,20089408
40460180,25-36,B737-8,AFTGALLY,8201-11-0000-01,17-01-38349,8201-11-0000,08-07-25655,3780373,PAV9261
42155930,33-00,M73-82,16 RH,9651-35-0005,61612,9651-35-0005,16754,3767050,ARC137342
190062095,25-00,B737-8,AFT,62197-301-001,18-01-0431,62197-301-001,22-02-0457,4053121,WAV1112
40792565,33-00,B737-8,RH,45-0351-4,7208,45-0351-2,0424,4066124,PAV13030
55395394,25-00,M73-82,GALLEY 4,62197-301-001,19-02-0124,62197-301-001,16-02-0211,4077505,SAV825-UK
190595662,33-20,B737-8,11DEF,9651-35-0004,5742,9651-35-0004,12309,3877516,147592
55643236,25-31,B737-8,FWDGALLY,8201-11-0000,07-12-24529,8201-11-0000-01,17-12-39596,3779914,PAV9226
190882352,33-00,B737-8,CABIN,9651-35-0005,32013,9651-35-0005,31971,4203355,ARC176642
55387970,33-00,M73-82,10ABC,9651-35-0003,15252,9651-35-0003,5399,4145140,ARC172077
190298366,25-00,M73-82,002 AFT GALLEY,62197-301-001,19-07-0273,62197-301-001,16-07-0238,3972332,1434229
191460989,72-00,B737-8,#2,340-001-038-0,PA212157,340-001-036-0,PF505103,4130837,1169358
191460989,72-00,B737-8,#2,340-001-038-0,BC369561,340-001-036-0,DM191930,4140064,1169184
191460989,72-00,B737-8,#2,340-001-036-0,PF467650,340-001-038-0,PA422380,4131998,R26032043
191460989,72-00,B737-8,#2,340-001-028-0,PA374040,340-001-036-0,PF494409,4130828,1169358
190169160,36-00,B737-8,#2,107484-7,8734,107484-7,17583,3764781,351686328
55574601,33-21,B737-8,23DEF,9651-35-0003,6841,9651-35-0003,15639,3855384,5328
55673981,25-00,B737-8,AFTGALLY,8201-11-0000-01,18-01-0423,8201-11-0000,06-12-22988,3744083,1231107
190501908,33-00,M73-82,22 DEF,9651-35-0002,29032,9651-35-0002,53821,3949784,ARC155253
190361765,38-00,M73-82,FWD,SC4L500301-5,10979537,SC4L500301-4,10839229,4058231,E-6074532
55069709,33-42,B737-8,RH,45-0351-4,5967,45-0351-4,6971,3942128,PAV11243
190438457,33-00,M73-82,3DEF,9651-35-0005,58631,9651-35-0005,31732,3872047,147123
190538833,26-16,B737-8,AFT,473597-5,SJB1170,473597-5,SJA4214,4124847,13595103
55444868,33-21,M73-82,26 DEF,9651-35-0005,66252,9651-35-0005,17543,3692391,ARC129875
190367891,25-32,M73-82,AFT,8201-11-0000-01,10-07-29013,8201-11-0000,05-11-21445,3865703,KAV0525024
55564874,25-00,B737-8,AFTGALLY,62197-301-001,22-11-0534,62197-301-001,18-07-0604,3754335,1239639
55564874,25-00,B737-8,AFTGALLY,62197-301-001,15-10-8013,62197-301-001,14-09-7022,3746950,KAV1124034
190013087,25-35,B737-8,GALLEY G1,72184025,4239,62197-301-001,15-07-7754,3743264,1214184
55395399,25-32,M73-82,GALLEY G4,62197-301-001,15-06-7746,62197-301-001,17-01-0332,4069795,WAV1181
190157137,38-00,B737-8,CABIN,14330-230,37846,14330-230,913108,3946482,1146520
55596367,33-21,B737-8,12DEF,9651-35-0005,17423,9651-35-0005,62781,3766742,2118-1.000
190277058,33-42,M73-82,LH,72605363-1,5717,72605363-1,2712,4033808,355042078
190240979,23-42,B737-8,CABIN,285W0024-1B,D17263,285W0024-1M,F50520,3735467,134431
190537151,33-21,B737-8,2DEF,9651-35-0004,6414,9651-35-0004,6178,3752523,135706
190129137,23-00,B737-8,FL DK,5145-1-82,12432,5145-1-88,27313,3940966,PAV11207
190044905,27-31,B737-8,FIN,0851HT1,403955,0851HT2,459539,3658757,406932130
107308385,72-00,,#1,340-001-036-0,DM175740,340-001-038-0,DM157667,4169620,R260423
107308385,72-00,,#1,340-001-036-0,DM172845,340-001-038-0,DM048346,4181616,R26061705001
107308385,72-00,,#1,340-001-036-0,DM174993,340-001-038-0,DM174827,4174448,R2605212
107308385,72-00,,#1,340-001-036-0,DM172841,340-001-038-0,PA526966,4175675,R2605121
107308385,72-00,,#1,340-001-036-0,DM175707,340-001-038-0,DM138720,4174627,R2605263
107308385,72-00,,#1,340-001-036-0,DM175777,340-001-036-0,PF505230,4203573,GEAMS1172476-1
107308385,72-00,,#1,340-001-036-0,DM172673,340-001-036-0,PF505283,4203571,GEAMS1172476
107308385,72-00,,#1,340-001-036-0,DM175624,340-001-038-0,DM129549,4194867,1006001
107308385,72-00,,#1,340-001-036-0,DM175723,340-001-038-0,DM185236,4202307,R26060414001
107308385,72-00,,#1,340-001-036-0,DM172644,340-001-036-0,PF499427,4203548,GEAMS1172051-1
107308385,72-00,,#1,340-001-036-0,DM175802,340-001-038-0,DM001972,4210845,R26072011001
107308385,72-00,,#1,340-001-036-0,DM172632,340-001-036-0,PF520257,4203554,GEAMS1172051
107308385,72-00,,#1,340-001-036-0,DM172871,340-001-038-0,DM180722,4207079,2014001
107308385,72-00,,#1,340-001-036-0,DM172878,340-001-038-0,DM006902,4207096,72108001
107308385,72-00,,#1,340-001-036-0,DM172815,340-001-038-0,DM126223,4184788,R26051430000
107308385,72-00,,#1,340-001-036-0,DM175685,340-001-038-0,DM113903,4215709,R26062309001
190488969,33-00,M73-82,14ABC,9651-35-0005,50388,9651-35-0005,69378,4076432,9006
190396867,25-35,M73-82,GALLEY G4,62197-301-001,17-01-0332,62197-301-001,21-11-0687,4199406,WAV1554
190300162,25-00,M73-82,G1,62197-301-001,15-11-0141,62197-301-001,23-05-0411,3928986,WAV657
55597668,33-21,B737-8,25ABC,9651-35-0004,8703,9651-35-0004,14134,3752533,135700
55503488,25-00,B737-8,AFT RH,72184025,4147,72184025,N10121135044770,3856326,WAV450
190005278,38-32,B737-8,AFT RH,14330-230,16583,14330-230,15516,3646558,0001050367
53856628,34-00,B737-8,F/O,0851HT1,403673,0851HT1,439807,4062552,00013343323
191452816,25-31,B737-8,AFT CAB,72184025,4079,72184025,N09070386044557,4042503,WAV1080
190581605,25-00,B737-8,AFTGALLY,8201-11-0000-01,14-09-35278,8201-11-0000-01,23-05-0144,3442682,S23/2591H-1
